id,zone,state,gender,age_category,age
19934,Eastern,South Carolina,F,medium,35
19935,Mountain,Arizona,M,medium,55
19936,Mountain,Arizona,F,medium,31
19937,Pacific,California,M,medium,54
19938,Eastern,Michigan,F,young,29
19939,Central,Wisconsin,M,old,67
19940,Eastern,Connecticut,M,young,23
19941,Eastern,New York,M,medium,37
19942,Central,Tennessee,M,medium,43
19943,Central,Iowa,M,medium,49
19944,Pacific,California,F,medium,35
19945,Central,Texas,F,young,20
19946,Eastern,Florida,M,medium,39
19947,Eastern,Ohio,F,young,24
19948,Central,Missouri,F,medium,34
19949,Mountain,New Mexico,F,medium,41
19950,Mountain,Idaho,M,medium,39
19951,Mountain,Wyoming,M,medium,32
19952,Central,Texas,M,medium,52
19953,Mountain,Colorado,M,young,17
19954,Mountain,Idaho,M,medium,37
19955,Eastern,Pennsylvania,F,medium,48
19956,Central,Wisconsin,M,medium,39
19957,Central,Minnesota,M,young,26
19958,Eastern,New York,F,medium,44
19959,Eastern,Virginia,M,medium,51
19960,Eastern,Florida,F,medium,40
19961,Central,Illinois,M,medium,48
19962,Eastern,New Jersey,F,medium,35
19963,Central,Oklahoma,M,medium,52
19964,Central,Missouri,M,medium,46
19965,Pacific,Washington,F,medium,35
19966,Eastern,New York,F,medium,42
19967,Central,Texas,M,medium,33
19968,Eastern,North Carolina,M,young,22
19969,Eastern,Florida,F,young,29
19970,Central,Illinois,F,medium,47
19971,Central,North Dakota,M,young,22
19972,Central,Kansas,M,medium,58
19973,Central,Kansas,M,young,19
19974,Central,Alabama,F,medium,32
19975,Eastern,Florida,F,medium,52
19976,Mountain,Colorado,M,medium,37
19977,Mountain,Idaho,M,young,21
19978,Eastern,Kentucky,F,medium,43
19979,Mountain,Utah,F,old,65
19980,Pacific,California,M,,30
19981,Pacific,California,F,young,28
19982,Eastern,New Jersey,M,medium,45
19983,Central,Texas,M,young,27
19984,Eastern,North Carolina,F,medium,47
19985,Eastern,New York,F,young,24
19986,Mountain,Colorado,F,young,21
19987,Pacific,California,F,medium,59
19988,Central,Nebraska,M,medium,31
19989,Eastern,New Jersey,M,old,69
19990,Eastern,Ohio,M,medium,52
19991,Pacific,California,M,medium,40
19992,Eastern,New York,F,medium,38
19993,Eastern,Florida,M,medium,31
19994,Mountain,Arizona,F,medium,40
19995,Eastern,Michigan,F,medium,47
19996,Central,Illinois,M,medium,49
19997,Central,Missouri,M,medium,47
19998,Eastern,New York,F,young,19
19999,Eastern,Maryland,M,old,69
20000,Mountain,Colorado,F,young,27
20001,Eastern,South Carolina,F,young,29
20002,Central,Louisiana,M,medium,41
20003,Eastern,North Carolina,F,medium,52
20004,Eastern,Michigan,M,medium,39
20005,Mountain,New Mexico,M,medium,31
20006,Mountain,Utah,F,medium,53
20007,Central,Oklahoma,F,,30
20008,Central,Tennessee,M,medium,55
20009,Central,Alabama,M,old,71
20010,Eastern,Florida,M,medium,57
20011,Pacific,California,M,young,27
20012,Mountain,Arizona,F,medium,35
20013,Eastern,New York,F,young,26
20014,Pacific,California,M,young,27
20015,Eastern,New York,F,medium,40
20016,Eastern,Pennsylvania,M,medium,46
20017,Central,Mississippi,M,medium,35
20018,Central,Texas,F,medium,49
20019,Eastern,New Jersey,F,medium,43
20020,Eastern,Virginia,F,medium,47
20021,Central,Louisiana,M,young,28
20022,Eastern,Georgia,M,young,28
20023,Central,Texas,M,medium,55
20024,Eastern,Kentucky,M,medium,31
20025,Eastern,Virginia,M,medium,46
20026,Eastern,North Carolina,M,medium,46
20027,Eastern,Ohio,F,medium,42
20028,Mountain,Idaho,F,young,23
20029,Eastern,Ohio,M,medium,35
20030,Pacific,California,F,medium,53
20031,Central,Texas,M,young,23
20032,Eastern,Connecticut,M,medium,47
20033,Eastern,Pennsylvania,M,medium,36
20034,Eastern,Pennsylvania,M,young,29
20035,Eastern,North Carolina,F,medium,51
20036,Eastern,Ohio,F,medium,38
20037,Eastern,New York,M,old,69
20038,Eastern,Virginia,M,medium,38
20039,Eastern,Florida,F,medium,55
20040,Mountain,Arizona,M,medium,44
20041,Mountain,Wyoming,M,young,21
20042,Eastern,New York,F,young,22
20043,Eastern,New Jersey,M,medium,42
20044,Eastern,Kentucky,M,medium,48
20045,Mountain,Utah,F,medium,49
20046,Mountain,Idaho,M,medium,31
20047,Mountain,Colorado,F,medium,41
20048,Eastern,Maryland,M,medium,32
20049,Eastern,North Carolina,F,medium,42
20050,Central,Missouri,M,medium,38
20051,Central,Illinois,M,young,22
20052,Eastern,Georgia,M,young,19
20053,Mountain,Colorado,F,young,23
20054,Eastern,Florida,M,young,23
20055,Central,Illinois,F,medium,55
20056,Pacific,California,M,medium,39
20057,Eastern,New York,F,medium,45
20058,Eastern,Florida,F,young,28
20059,Eastern,Georgia,M,medium,45
20060,Eastern,Virginia,M,medium,41
20061,Pacific,California,M,young,27
20062,Central,Alabama,F,young,18
20063,Eastern,Indiana,M,young,18
20064,Eastern,Connecticut,F,young,22
20065,Mountain,Utah,M,medium,39
20066,Eastern,Florida,M,medium,33
20067,Central,Oklahoma,M,medium,32
20068,Pacific,California,F,medium,45
20069,Eastern,Florida,M,medium,35
20070,Central,Iowa,F,medium,51
20071,Central,Tennessee,M,medium,47
20072,Mountain,Utah,M,medium,43
20073,Central,Tennessee,M,young,19
20074,Eastern,Michigan,M,medium,36
20075,Mountain,Utah,M,medium,38
20076,Eastern,North Carolina,F,medium,32
20077,Eastern,West Virginia,F,medium,48
20078,Eastern,Massachusetts,F,medium,42
20079,Eastern,Georgia,F,medium,33
20080,Eastern,New York,F,medium,47
20081,Central,Nebraska,F,medium,60
20082,Eastern,Michigan,M,medium,41
20083,Mountain,Utah,M,medium,42
20084,Mountain,Montana,M,young,17
20085,Central,Alabama,M,medium,58
20086,Mountain,Montana,M,medium,35
20087,Eastern,Pennsylvania,F,medium,38
20088,Mountain,Arizona,F,medium,36
20089,Eastern,South Carolina,M,medium,48
20090,Central,Illinois,M,medium,47
20091,Mountain,Arizona,F,medium,35
20092,Eastern,Virginia,F,young,22
20093,Central,Texas,F,young,21
20094,Mountain,Idaho,M,medium,31
20095,Eastern,New Jersey,M,medium,31
20096,Mountain,Utah,F,medium,42
20097,Central,Louisiana,M,medium,40
20098,Central,Illinois,M,medium,32
20099,Eastern,Florida,M,old,76
20100,Eastern,Florida,F,young,26
20101,Central,Kansas,F,medium,34
20102,Mountain,Arizona,F,medium,31
20103,Mountain,New Mexico,M,,30
20104,Eastern,Georgia,M,medium,45
20105,Central,Tennessee,M,medium,35
20106,Mountain,Idaho,F,young,21
20107,Eastern,New York,F,young,22
20108,Central,Louisiana,M,medium,38
20109,Eastern,Michigan,F,young,25
20110,Central,Louisiana,M,medium,39
20111,Central,South Dakota,F,young,28
20112,Mountain,Colorado,M,medium,40
20113,Eastern,Kentucky,F,young,29
20114,Eastern,Kentucky,M,medium,46
20115,Mountain,Arizona,M,medium,49
20116,Eastern,Connecticut,F,medium,44
20117,Central,Mississippi,F,young,21
20118,Central,Texas,M,medium,33
20119,Mountain,Colorado,M,medium,46
20120,Pacific,California,M,young,29
20121,Central,Illinois,F,medium,36
20122,Central,Illinois,F,medium,45
20123,Eastern,Michigan,M,young,17
20124,Mountain,Arizona,M,,30
20125,Central,Tennessee,M,medium,53
20126,Pacific,Washington,F,young,21
20127,Eastern,Georgia,M,young,25
20128,Eastern,Ohio,F,medium,40
20129,Central,Illinois,M,medium,45
20130,Eastern,New Jersey,F,medium,40
20131,Central,Wisconsin,F,young,21
20132,Mountain,Arizona,M,medium,50
20133,Central,Minnesota,F,old,63
20134,Mountain,New Mexico,M,young,17
20135,Eastern,Ohio,M,,30
20136,Pacific,California,M,medium,40
20137,Eastern,Ohio,M,medium,40
20138,Eastern,North Carolina,M,medium,39
20139,Pacific,California,M,medium,40
20140,Pacific,California,M,medium,55
20141,Eastern,New York,F,medium,57
20142,Eastern,Michigan,F,young,23
20143,Eastern,New York,M,young,29
20144,Central,Missouri,F,young,28
20145,Mountain,Montana,M,medium,47
20146,Mountain,Utah,F,medium,60
20147,Eastern,New York,F,medium,38
20148,Central,Missouri,F,medium,54
20149,Central,Arkansas,M,young,20
20150,Pacific,Washington,M,medium,34
20151,Mountain,Colorado,M,medium,31
20152,Eastern,Rhode Island,M,medium,43
20153,Eastern,Michigan,M,old,74
20154,Central,Minnesota,M,medium,34
20155,Central,Illinois,F,young,19
20156,Central,Mississippi,F,young,20
20157,Eastern,Georgia,M,young,27
20158,Central,Tennessee,F,young,22
20159,Central,Kansas,M,medium,40
20160,Central,Texas,M,medium,45
20161,Pacific,California,M,medium,43
20162,Eastern,Kentucky,F,medium,39
20163,Central,Louisiana,M,medium,31
20164,Central,Minnesota,M,young,20
20165,Eastern,New Hampshire,F,young,20
20166,Central,Texas,F,medium,31
20167,Mountain,Colorado,M,medium,38
20168,Central,Illinois,M,old,61
20169,Mountain,Arizona,F,young,18
20170,Eastern,New Jersey,M,medium,32
20171,Eastern,New York,M,medium,44
20172,Central,Kansas,M,medium,44
20173,Central,Oklahoma,M,medium,37
20174,Eastern,Pennsylvania,M,medium,58
20175,Eastern,Michigan,M,medium,34
20176,Central,Wisconsin,F,medium,50
20177,Eastern,Kentucky,M,medium,45
20178,Eastern,Kentucky,M,medium,35
20179,Eastern,Indiana,M,medium,37
20180,Mountain,Arizona,M,,30
20181,Pacific,California,F,young,20
20182,Pacific,California,F,medium,32
20183,Pacific,California,M,medium,41
20184,Eastern,Michigan,F,medium,33
20185,Eastern,New York,M,young,26
20186,Pacific,California,M,young,24
20187,Pacific,California,M,medium,37
20188,Eastern,Virginia,M,medium,42
20189,Mountain,Colorado,F,medium,33
20190,Mountain,Utah,M,young,27
20191,Pacific,California,F,medium,39
20192,Eastern,Indiana,F,medium,39
20193,Central,Illinois,M,medium,36
20194,Eastern,New Jersey,M,medium,57
20195,Central,Texas,M,young,19
20196,Central,Texas,M,medium,33
20197,Eastern,Pennsylvania,F,medium,42
20198,Mountain,New Mexico,F,,30
20199,Eastern,Indiana,M,old,61
20200,Central,Wisconsin,M,young,29
20201,Central,Nebraska,M,young,27
20202,Central,Texas,M,medium,48
20203,Eastern,Georgia,F,medium,35
20204,Mountain,Colorado,M,medium,32
20205,Eastern,Pennsylvania,M,old,65
20206,Eastern,Florida,M,medium,35
20207,Eastern,Massachusetts,M,young,23
20208,Pacific,California,M,medium,40
20209,Central,Tennessee,F,old,90
20210,Eastern,New York,F,medium,31
20211,Eastern,Connecticut,M,medium,35
20212,Central,Tennessee,F,medium,44
20213,Central,Tennessee,M,young,28
20214,Central,Louisiana,F,medium,35
20215,Mountain,New Mexico,M,medium,51
20216,Eastern,Maryland,M,medium,51
20217,Pacific,California,F,medium,35
20218,Central,Illinois,F,young,28
20219,Eastern,North Carolina,M,medium,57
20220,Mountain,Utah,F,medium,35
20221,Eastern,Maine,F,young,21
20222,Mountain,Arizona,F,medium,44
20223,Pacific,California,M,medium,31
20224,Eastern,Virginia,F,medium,44
20225,Mountain,Utah,F,medium,41
20226,Central,Wisconsin,M,young,17
20227,Eastern,Michigan,M,medium,32
20228,Eastern,Ohio,M,young,23
20229,Mountain,Colorado,F,young,27
20230,Central,Texas,F,medium,33
20231,Central,Texas,M,medium,33
20232,Mountain,New Mexico,F,medium,34
20233,Mountain,Colorado,F,medium,33
20234,Mountain,New Mexico,F,medium,41
20235,Mountain,Utah,M,young,29
20236,Eastern,Michigan,F,medium,40
20237,Eastern,Georgia,M,young,23
20238,Eastern,New York,M,medium,51
20239,Pacific,California,M,medium,47
20240,Eastern,New York,F,medium,43
20241,Eastern,New York,F,young,21
20242,Central,Illinois,F,young,25
20243,Central,Nebraska,M,medium,35
20244,Eastern,Indiana,M,young,23
20245,Eastern,Pennsylvania,F,medium,52
20246,Eastern,New York,F,young,24
20247,Central,Illinois,F,medium,33
20248,Eastern,Michigan,M,young,24
20249,Central,Texas,F,medium,57
20250,Central,Tennessee,M,medium,41
20251,Eastern,Georgia,F,young,25
20252,Mountain,Arizona,F,medium,40
20253,Eastern,New York,F,medium,32
20254,Pacific,Washington,M,young,17
20255,Central,Oklahoma,F,,30
20256,Eastern,Florida,F,medium,35
20257,Central,Missouri,M,young,26
20258,Central,Texas,M,young,29
20259,Central,Wisconsin,F,medium,47
20260,Eastern,Ohio,M,young,27
20261,Pacific,Washington,F,young,24
20262,Eastern,Michigan,F,medium,59
20263,Eastern,New York,F,young,29
20264,Pacific,Washington,M,old,73
20265,Mountain,New Mexico,F,medium,35
20266,Eastern,Ohio,M,young,28
20267,Pacific,California,F,medium,34
20268,Mountain,Utah,M,medium,50
20269,Eastern,Florida,M,medium,36
20270,Eastern,Maine,F,young,27
20271,Eastern,Florida,M,medium,39
20272,Mountain,Colorado,F,,30
20273,Mountain,Utah,F,medium,31
20274,Eastern,Florida,M,medium,42
20275,Pacific,California,F,medium,54
20276,Eastern,Indiana,M,young,19
20277,Eastern,New York,M,old,70
20278,Central,Illinois,F,medium,58
20279,Eastern,Florida,M,medium,41
20280,Eastern,Vermont,M,young,21
20281,Central,Louisiana,F,medium,46
20282,Central,Texas,M,medium,43
20283,Eastern,Delaware,M,young,17
20284,Eastern,South Carolina,M,young,25
20285,Eastern,Pennsylvania,M,medium,48
20286,Pacific,Nevada,M,medium,57
20287,Eastern,Indiana,M,young,28
20288,Mountain,Idaho,M,medium,32
20289,Pacific,California,M,medium,36
20290,Eastern,Michigan,M,medium,35
20291,Eastern,Florida,M,medium,32
20292,Eastern,New Jersey,F,medium,48
20293,Eastern,Indiana,M,medium,33
20294,Central,Alabama,F,young,22
20295,Eastern,New York,F,medium,46
20296,Eastern,Georgia,M,medium,37
20297,Eastern,Florida,M,medium,41
20298,Pacific,California,F,old,66
20299,Mountain,New Mexico,M,medium,56
20300,Mountain,Utah,M,old,68
20301,Eastern,Florida,M,medium,31
20302,Eastern,Virginia,F,young,24
20303,Mountain,Colorado,F,young,24
20304,Pacific,California,M,medium,37
20305,Eastern,Georgia,F,medium,33
20306,Eastern,Massachusetts,F,medium,38
20307,Central,Illinois,M,old,77
20308,Eastern,New York,F,medium,56
20309,Central,Louisiana,F,young,27
20310,Mountain,Arizona,M,medium,38
20311,Eastern,Florida,M,old,63
20312,Eastern,Florida,F,young,29
20313,Mountain,Utah,M,young,22
20314,Central,Tennessee,M,,30
20315,Eastern,Kentucky,M,medium,45
20316,Central,Texas,M,medium,36
20317,Eastern,New Hampshire,M,medium,53
20318,Central,Texas,M,medium,41
20319,Pacific,California,M,medium,52
20320,Eastern,New York,F,medium,49
20321,Eastern,Virginia,M,young,25
20322,Eastern,Indiana,F,medium,31
20323,Central,Louisiana,F,medium,45
20324,Eastern,New York,F,medium,41
20325,Eastern,Michigan,M,young,25
20326,Mountain,Colorado,M,medium,32
20327,Central,Arkansas,F,medium,60
20328,Eastern,New York,F,medium,48
20329,Central,Tennessee,F,medium,36
20330,Mountain,Montana,M,young,27
20331,Eastern,Connecticut,F,medium,46
20332,Mountain,Utah,M,old,64
20333,Mountain,Colorado,M,medium,52
20334,Mountain,Colorado,M,young,17
20335,Central,Minnesota,M,young,25
20336,Central,Kansas,F,young,27
20337,Central,Nebraska,M,young,28
20338,Central,Missouri,F,medium,60
20339,Eastern,Kentucky,F,medium,33
20340,Central,Texas,M,medium,35
20341,Eastern,Ohio,M,young,28
20342,Mountain,Arizona,M,medium,56
20343,Pacific,California,M,young,27
20344,Central,Illinois,M,medium,56
20345,Pacific,California,M,young,20
20346,Pacific,California,M,young,20
20347,Eastern,New Jersey,M,medium,57
20348,Central,Iowa,M,young,27
20349,Mountain,Arizona,M,young,20
20350,Eastern,Kentucky,M,medium,39
20351,Mountain,Montana,M,medium,38
20352,Eastern,New York,F,medium,43
20353,Eastern,Maryland,M,old,66
20354,Central,Iowa,F,medium,37
20355,Eastern,Massachusetts,M,medium,40
20356,Mountain,New Mexico,F,medium,52
20357,Eastern,Vermont,M,medium,43
20358,Eastern,Michigan,F,medium,40
20359,Pacific,California,F,medium,49
20360,Central,Missouri,M,medium,48
20361,Eastern,South Carolina,M,young,24
20362,Central,Iowa,F,young,22
20363,Eastern,Virginia,M,medium,57
20364,Central,Illinois,F,young,22
20365,Eastern,North Carolina,F,young,17
20366,Central,Alabama,M,medium,40
20367,Central,Minnesota,M,medium,36
20368,Central,Texas,M,young,19
20369,Eastern,New York,F,medium,31
20370,Eastern,Florida,M,young,23
20371,Mountain,New Mexico,M,medium,33
20372,Eastern,Florida,M,medium,51
20373,Central,Wisconsin,M,medium,53
20374,Eastern,New Jersey,M,medium,49
20375,Mountain,Utah,M,young,29
20376,Central,South Dakota,F,medium,35
20377,Eastern,Florida,M,medium,33
20378,Eastern,Ohio,F,medium,46
20379,Mountain,New Mexico,F,medium,53
20380,Eastern,Virginia,F,medium,56
20381,Eastern,New York,M,medium,40
20382,Eastern,Pennsylvania,M,medium,35
20383,Eastern,Virginia,F,old,65
20384,Mountain,Arizona,M,old,67
20385,Eastern,New York,F,young,25
20386,Mountain,Arizona,F,medium,51
20387,Eastern,Virginia,M,medium,57
20388,Central,Louisiana,F,medium,37
20389,Mountain,Arizona,M,medium,47
20390,Eastern,Georgia,F,medium,46
20391,Eastern,Florida,F,medium,38
20392,Central,Wisconsin,F,young,27
20393,Eastern,Connecticut,M,medium,52
20394,Eastern,Indiana,F,medium,39
20395,Eastern,New York,M,medium,33
20396,Eastern,Maryland,F,old,63
20397,Central,Texas,F,young,28
20398,Central,Minnesota,M,medium,33
20399,Eastern,New York,F,medium,59
20400,Central,Wisconsin,F,medium,50
20401,Eastern,North Carolina,F,young,21
20402,Central,Texas,M,young,27
20403,Central,Illinois,F,young,19
20404,Eastern,New Jersey,M,medium,33
20405,Eastern,South Carolina,M,medium,45
20406,Central,Texas,M,medium,43
20407,Central,Alabama,M,medium,31
20408,Central,Tennessee,F,,30
20409,Central,Missouri,M,medium,43
20410,Central,Louisiana,M,young,29
20411,Eastern,Virginia,M,young,29
20412,Eastern,Michigan,F,medium,31
20413,Central,Minnesota,M,medium,51
20414,Eastern,Ohio,F,medium,51
20415,Pacific,California,M,old,67
20416,Central,Minnesota,F,medium,55
20417,Central,Louisiana,F,medium,45
20418,Pacific,California,F,medium,40
20419,Eastern,Massachusetts,M,young,22
20420,Eastern,Virginia,M,medium,38
20421,Mountain,Utah,M,medium,38
20422,Central,Nebraska,M,medium,35
20423,Eastern,Ohio,F,medium,58
20424,Central,Nebraska,F,young,22
20425,Eastern,Connecticut,F,old,64
20426,Mountain,Arizona,M,medium,33
20427,Eastern,Delaware,F,medium,53
20428,Pacific,California,M,old,61
20429,Central,Louisiana,M,young,21
20430,Central,Texas,M,medium,47
20431,Central,Illinois,M,old,69
20432,Eastern,Ohio,M,medium,31
20433,Central,Mississippi,F,medium,59
20434,Eastern,Maryland,M,medium,53
20435,Central,Louisiana,M,medium,49
20436,Mountain,Montana,F,medium,56
20437,Pacific,California,M,young,28
20438,Mountain,Utah,M,old,66
20439,Central,Louisiana,M,medium,58
20440,Eastern,Georgia,M,medium,40
20441,Mountain,Utah,F,young,19
20442,Eastern,Indiana,F,medium,31
20443,Eastern,Georgia,M,young,22
20444,Central,Illinois,F,young,27
20445,Central,Oklahoma,F,young,25
20446,Mountain,New Mexico,F,young,23
20447,Eastern,North Carolina,M,young,20
20448,Eastern,Indiana,M,medium,50
20449,Central,Alabama,M,young,22
20450,Eastern,New York,M,medium,55
20451,Eastern,New York,F,old,63
20452,Eastern,New York,F,medium,40
20453,Central,Wisconsin,M,young,23
20454,Central,Louisiana,M,medium,36
20455,Eastern,New York,F,medium,41
20456,Eastern,New York,F,medium,32
20457,Eastern,New York,F,medium,36
20458,Mountain,Arizona,M,medium,38
20459,Eastern,New York,M,medium,54
20460,Mountain,Arizona,F,,30
20461,Eastern,Kentucky,F,young,19
20462,Eastern,Florida,M,medium,56
20463,Mountain,Colorado,M,medium,32
20464,Mountain,New Mexico,F,medium,46
20465,Central,Missouri,M,medium,32
20466,Central,Illinois,M,old,75
20467,Eastern,Delaware,M,medium,48
20468,Eastern,Connecticut,M,medium,36
20469,Central,Texas,M,young,17
20470,Central,Missouri,F,young,20
20471,Central,Texas,M,young,19
20472,Central,Minnesota,F,medium,33
20473,Eastern,Florida,M,medium,42
20474,Eastern,North Carolina,M,medium,32
20475,Eastern,Maryland,M,medium,40
20476,Eastern,Ohio,F,medium,53
20477,Eastern,New York,F,medium,40
20478,Eastern,New York,F,medium,51
20479,Eastern,Connecticut,M,medium,38
20480,Eastern,Pennsylvania,F,medium,36
20481,Mountain,Idaho,F,medium,51
20482,Mountain,Utah,F,medium,40
20483,Eastern,Florida,M,old,69
20484,Pacific,Nevada,F,medium,56
20485,Central,Texas,F,young,27
20486,Central,Tennessee,M,medium,35
20487,Mountain,Wyoming,M,medium,35
20488,Eastern,South Carolina,F,medium,55
20489,Central,Oklahoma,M,young,19
20490,Eastern,Maryland,M,medium,31
